loss,mae,val_loss,val_mae,learning_rate
0.15546634793281555,0.24387717247009277,0.20613567531108856,0.3131363093852997,0.0003000000142492354
0.06533361226320267,0.1596190631389618,0.16092930734157562,0.2806425988674164,0.0003000000142492354
0.05582346022129059,0.14513859152793884,0.14528147876262665,0.2517624795436859,0.0003000000142492354
0.05061636492609978,0.13714192807674408,0.12720797955989838,0.2327824980020523,0.0003000000142492354
0.04723108187317848,0.13173097372055054,0.12281881272792816,0.227634996175766,0.0003000000142492354
0.044087279587984085,0.12705005705356598,0.11663959175348282,0.21683010458946228,0.0003000000142492354
0.04180549085140228,0.12405690550804138,0.09873946011066437,0.2039441019296646,0.0003000000142492354
0.038890521973371506,0.1198183223605156,0.09544714540243149,0.19941547513008118,0.0003000000142492354
0.037193261086940765,0.11728814244270325,0.09958941489458084,0.20582982897758484,0.0003000000142492354
0.03538915887475014,0.1140233725309372,0.0979187861084938,0.20160874724388123,0.0003000000142492354
0.03420877084136009,0.11161021888256073,0.09727020561695099,0.2053702026605606,0.0003000000142492354
0.032557010650634766,0.10946371406316757,0.0828532725572586,0.18679417669773102,0.0003000000142492354
0.03194115683436394,0.10773230344057083,0.08971446007490158,0.19087998569011688,0.0003000000142492354
0.03138596937060356,0.10696996748447418,0.09016083925962448,0.20522601902484894,0.0003000000142492354
0.030294572934508324,0.10537229478359222,0.0797986388206482,0.18654964864253998,0.0003000000142492354
0.029745321720838547,0.10475041717290878,0.08254817873239517,0.18951119482517242,0.0003000000142492354
0.02916400134563446,0.10329058021306992,0.09571566432714462,0.1975707709789276,0.0003000000142492354
0.029256489127874374,0.1033206582069397,0.08988744020462036,0.19505572319030762,0.0003000000142492354
0.028547091409564018,0.10143953561782837,0.08535528182983398,0.1888149082660675,0.0003000000142492354
0.026746591553092003,0.09845399111509323,0.0832371637225151,0.18599936366081238,0.0001500000071246177
0.02623625658452511,0.09768147766590118,0.08747800439596176,0.18885771930217743,0.0001500000071246177
0.02619805373251438,0.09757642447948456,0.08358585089445114,0.18356893956661224,0.0001500000071246177
0.025910736992955208,0.0969100371003151,0.08824820816516876,0.19172164797782898,0.0001500000071246177
